"Tempo (s)","V1 (V)","V2 (V)"
"-0,004068","1,16","0,04"
"-0,004064","1,16",0
"-0,00406","1,16","0,04"
"-0,004056","1,16",0
"-0,004052","1,16",0
"-0,004048","1,16",0
"-0,004044","1,2",0
"-0,00404","1,16",0
"-0,004036","1,16","0,04"
"-0,004032","1,2","0,04"
"-0,004028","1,2",0
"-0,004024","1,2",0
"-0,00402","1,2","0,04"
"-0,004016","1,2",0
"-0,004012","1,2",0
"-0,004008","1,2",0
"-0,004004","1,2",0
"-0,004","1,24","0,04"
"-0,003996","1,2","0,04"
"-0,003992","1,24",0
"-0,003988","1,24","0,04"
"-0,003984","1,2",0
"-0,00398","1,24","0,04"
"-0,003976","1,24","0,04"
"-0,003972","1,28","0,04"
"-0,003968","1,24",0
"-0,003964","1,24","0,04"
"-0,00396","1,28",0
"-0,003956","1,24",0
"-0,003952","1,24","0,04"
"-0,003948","1,28",0
"-0,003944","1,28",0
"-0,00394","1,28",0
"-0,003936","1,28",0
"-0,003932","1,28",0
"-0,003928","1,28",0
"-0,003924","1,28",0
"-0,00392","1,28","0,04"
"-0,003916","1,32",0
"-0,003912","1,28",0
"-0,003908","1,32",0
"-0,003904","1,32","0,04"
"-0,0039","1,32","0,04"
"-0,003896","1,32",0
"-0,003892","1,32",0
"-0,003888","1,36","0,04"
"-0,003884","1,32","0,04"
"-0,00388","1,36",0
"-0,003876","1,32","0,04"
"-0,003872","1,36","0,04"
"-0,003868","1,36","0,04"
"-0,003864","1,36",0
"-0,00386","1,36","0,04"
"-0,003856","1,36",0
"-0,003852","1,36","0,04"
"-0,003848","1,4","0,04"
"-0,003844","1,4",0
"-0,00384","1,36",0
"-0,003836","1,4","0,04"
"-0,003832","1,4",0
"-0,003828","1,4","0,04"
"-0,003824","1,4","0,04"
"-0,00382","1,4",0
"-0,003816","1,4","0,04"
"-0,003812","1,4",0
"-0,003808","1,44",0
"-0,003804","1,44",0
"-0,0038","1,44","0,04"
"-0,003796","1,44",0
"-0,003792","1,44","0,04"
"-0,003788","1,44","0,04"
"-0,003784","1,44",0
"-0,00378","1,44",0
"-0,003776","1,44","0,04"
"-0,003772","1,44",0
"-0,003768","1,44","0,04"
"-0,003764","1,48",0
"-0,00376","1,48",0
"-0,003756","1,44","0,04"
"-0,003752","1,48",0
"-0,003748","1,48",0
"-0,003744","1,48",0
"-0,00374","1,48",0
"-0,003736","1,48",0
"-0,003732","1,52","0,04"
"-0,003728","1,52",0
"-0,003724","1,48",0
"-0,00372","1,48","0,04"
"-0,003716","1,52","0,04"
"-0,003712","1,52","0,04"
"-0,003708","1,52",0
"-0,003704","1,52",0
"-0,0037","1,52",0
"-0,003696","1,52","0,04"
"-0,003692","1,52",0
"-0,003688","1,56","0,04"
"-0,003684","1,56",0
"-0,00368","1,52","0,04"
"-0,003676","1,52","0,04"
"-0,003672","1,56",0
"-0,003668","1,56","0,04"
"-0,003664","1,56",0
"-0,00366","1,56","0,04"
"-0,003656","1,56","0,04"
"-0,003652","1,56",0
"-0,003648","1,56",0
"-0,003644","1,52",0
"-0,00364","1,56",0
"-0,003636","1,52",0
"-0,003632","1,52","0,04"
"-0,003628","1,52",0
"-0,003624","1,52",0
"-0,00362","1,52",0
"-0,003616","1,52",0
"-0,003612","1,52",0
"-0,003608","1,52",0
"-0,003604","1,52",0
"-0,0036","1,52",0
"-0,003596","1,52",0
"-0,003592","1,52",0
"-0,003588","1,48",0
"-0,003584","1,52",0
"-0,00358","1,48",0
"-0,003576","1,48",0
"-0,003572","1,48",0
"-0,003568","1,48",0
"-0,003564","1,48",0
"-0,00356","1,48",0
"-0,003556","1,48",0
"-0,003552","1,48",0
"-0,003548","1,44",0
"-0,003544","1,44",0
"-0,00354","1,44",0
"-0,003536","1,44",0
"-0,003532","1,44",0
"-0,003528","1,44",0
"-0,003524","1,44",0
"-0,00352","1,44",0
"-0,003516","1,4",0
"-0,003512","1,4",0
"-0,003508","1,4",0
"-0,003504","1,4",0
"-0,0035","1,4",0
"-0,003496","1,4",0
"-0,003492","1,4",0
"-0,003488","1,4",0
"-0,003484","1,4",0
"-0,00348","1,4",0
"-0,003476","1,36",0
"-0,003472","1,36",0
"-0,003468","1,36",0
"-0,003464","1,36",0
"-0,00346","1,36",0
"-0,003456","1,36",0
"-0,003452","1,36",0
"-0,003448","1,32",0
"-0,003444","1,36",0
"-0,00344","1,36",0
"-0,003436","1,36",0
"-0,003432","1,32",0
"-0,003428","1,36",0
"-0,003424","1,36",0
"-0,00342","1,32",0
"-0,003416","1,32",0
"-0,003412","1,32",0
"-0,003408","1,32",0
"-0,003404","1,32",0
"-0,0034","1,32",0
"-0,003396","1,32",0
"-0,003392","1,32",0
"-0,003388","1,28",0
"-0,003384","1,28",0
"-0,00338","1,28",0
"-0,003376","1,28",0
"-0,003372","1,28",0
"-0,003368","1,28",0
"-0,003364","1,24",0
"-0,00336","1,24",0
"-0,003356","1,28",0
"-0,003352","1,24",0
"-0,003348","1,24",0
"-0,003344","1,24",0
"-0,00334","1,24",0
"-0,003336","1,24",0
"-0,003332","1,24",0
"-0,003328","1,2",0
"-0,003324","1,24",0
"-0,00332","1,2",0
"-0,003316","1,24",0
"-0,003312","1,24",0
"-0,003308","1,2",0
"-0,003304","1,2",0
"-0,0033","1,2",0
"-0,003296","1,2",0
"-0,003292","1,2",0
"-0,003288","1,2",0
"-0,003284","1,2",0
"-0,00328","1,16",0
"-0,003276","1,2",0
"-0,003272","1,2",0
"-0,003268","1,16",0
"-0,003264","1,16",0
"-0,00326","1,16",0
"-0,003256","1,16",0
"-0,003252","1,16",0
"-0,003248","1,16",0
"-0,003244","1,16",0
"-0,00324","1,16",0
"-0,003236","1,16",0
"-0,003232","1,12",0
"-0,003228","1,12",0
"-0,003224","1,12",0
"-0,00322","1,12",0
"-0,003216","1,12",0
"-0,003212","1,12","0,04"
"-0,003208","1,12",0
"-0,003204","1,12",0
"-0,0032","1,08",0
"-0,003196","1,08",0
"-0,003192","1,08",0
"-0,003188","1,08","0,04"
"-0,003184","1,08",0
"-0,00318","1,08",0
"-0,003176","1,08",0
"-0,003172","1,08",0
"-0,003168","1,08",0
"-0,003164","1,04",0
"-0,00316","1,04",0
"-0,003156","1,08",0
"-0,003152","1,04",0
"-0,003148","1,04",0
"-0,003144","1,04",0
"-0,00314","1,04",0
"-0,003136","1,04",0
"-0,003132","1,04",0
"-0,003128","1,04",0
"-0,003124","1,04",0
"-0,00312","1,04",0
"-0,003116",1,0
"-0,003112","1,04",0
"-0,003108",1,0
"-0,003104",1,0
"-0,0031",1,0
"-0,003096","0,96",0
"-0,003092",1,0
"-0,003088",1,0
"-0,003084",1,0
"-0,00308","0,96",0
"-0,003076","0,96",0
"-0,003072","0,96",0
"-0,003068","0,96",0
"-0,003064","0,96",0
"-0,00306","0,96",0
"-0,003056","0,96",0
"-0,003052","0,96",0
"-0,003048","0,96",0
"-0,003044","0,92",0
"-0,00304","0,92",0
"-0,003036","0,92",0
"-0,003032","0,92",0
"-0,003028","0,92",0
"-0,003024","0,92",0
"-0,00302","0,92",0
"-0,003016","0,92",0
"-0,003012","0,88",0
"-0,003008","0,92",0
"-0,003004","0,92",0
"-0,003","0,88",0
"-0,002996","0,88",0
"-0,002992","0,88",0
"-0,002988","0,88",0
"-0,002984","0,88",0
"-0,00298","0,88",0
"-0,002976","0,88",0
"-0,002972","0,84",0
"-0,002968","0,88",0
"-0,002964","0,84",0
"-0,00296","0,84",0
"-0,002956","0,84",0
"-0,002952","0,84",0
"-0,002948","0,84",0
"-0,002944","0,84",0
"-0,00294","0,84",0
"-0,002936","0,84",0
"-0,002932","0,84",0
"-0,002928","0,84",0
"-0,002924","0,84",0
"-0,00292","0,84",0
"-0,002916","0,8",0
"-0,002912","0,84",0
"-0,002908","0,8",0
"-0,002904","0,8",0
"-0,0029","0,8",0
"-0,002896","0,8",0
"-0,002892","0,8",0
"-0,002888","0,8",0
"-0,002884","0,76",0
"-0,00288","0,8",0
"-0,002876","0,76",0
"-0,002872","0,76",0
"-0,002868","0,76",0
"-0,002864","0,76",0
"-0,00286","0,76",0
"-0,002856","0,76",0
"-0,002852","0,76",0
"-0,002848","0,72",0
"-0,002844","0,72",0
"-0,00284","0,76",0
"-0,002836","0,72",0
"-0,002832","0,72",0
"-0,002828","0,72",0
"-0,002824","0,72",0
"-0,00282","0,72",0
"-0,002816","0,72",0
"-0,002812","0,72",0
"-0,002808","0,72",0
"-0,002804","0,68",0
"-0,0028","0,72",0
"-0,002796","0,68",0
"-0,002792","0,68",0
"-0,002788","0,68",0
"-0,002784","0,68",0
"-0,00278","0,68",0
"-0,002776","0,68",0
"-0,002772","0,68",0
"-0,002768","0,68",0
"-0,002764","0,68",0
"-0,00276","0,64",0
"-0,002756","0,64",0
"-0,002752","0,6",0
"-0,002748","0,68",0
"-0,002744","0,64",0
"-0,00274","0,64",0
"-0,002736","0,64",0
"-0,002732","0,6",0
"-0,002728","0,6",0
"-0,002724","0,6",0
"-0,00272","0,6",0
"-0,002716","0,6",0
"-0,002712","0,6",0
"-0,002708","0,6",0
"-0,002704","0,6",0
"-0,0027","0,6",0
"-0,002696","0,56",0
"-0,002692","0,6",0
"-0,002688","0,56",0
"-0,002684","0,6",0
"-0,00268","0,6",0
"-0,002676","0,56",0
"-0,002672","0,56",0
"-0,002668","0,56",0
"-0,002664","0,56",0
"-0,00266","0,56",0
"-0,002656","0,56",0
"-0,002652","0,56",0
"-0,002648","0,56",0
"-0,002644","0,56",0
"-0,00264","0,6",0
"-0,002636","0,6","0,04"
"-0,002632","0,56",0
"-0,002628","0,6",0
"-0,002624","0,6",0
"-0,00262","0,6",0
"-0,002616","0,6",0
"-0,002612","0,6",0
"-0,002608","0,6",0
"-0,002604","0,6",0
"-0,0026","0,6","0,04"
"-0,002596","0,6",0
"-0,002592","0,6",0
"-0,002588","0,64",0
"-0,002584","0,6",0
"-0,00258","0,6",0
"-0,002576","0,64","0,04"
"-0,002572","0,64","0,04"
"-0,002568","0,64",0
"-0,002564","0,64",0
"-0,00256","0,64",0
"-0,002556","0,64",0
"-0,002552","0,64",0
"-0,002548","0,64",0
"-0,002544","0,68",0
"-0,00254","0,68",0
"-0,002536","0,68",0
"-0,002532","0,68",0
"-0,002528","0,68","0,04"
"-0,002524","0,68",0
"-0,00252","0,68",0
"-0,002516","0,68","0,04"
"-0,002512","0,72",0
"-0,002508","0,72","0,04"
"-0,002504","0,72",0
"-0,0025","0,72","0,04"
"-0,002496","0,72",0
"-0,002492","0,72","0,04"
"-0,002488","0,72","0,04"
"-0,002484","0,72",0
"-0,00248","0,72",0
"-0,002476","0,72",0
"-0,002472","0,72",0
"-0,002468","0,76",0
"-0,002464","0,76","0,04"
"-0,00246","0,76",0
"-0,002456","0,76",0
"-0,002452","0,76",0
"-0,002448","0,76",0
"-0,002444","0,8","0,04"
"-0,00244","0,8",0
"-0,002436","0,8","0,04"
"-0,002432","0,8","0,04"
"-0,002428","0,8",0
"-0,002424","0,8",0
"-0,00242","0,8",0
"-0,002416","0,8",0
"-0,002412","0,8","0,04"
"-0,002408","0,8",0
"-0,002404","0,84","0,04"
"-0,0024","0,8",0
"-0,002396","0,8","0,04"
"-0,002392","0,84","0,04"
"-0,002388","0,84",0
"-0,002384","0,84",0
"-0,00238","0,84",0
"-0,002376","0,84","0,04"
"-0,002372","0,84",0
"-0,002368","0,84","0,04"
"-0,002364","0,84","0,04"
"-0,00236","0,84",0
"-0,002356","0,84",0
"-0,002352","0,84","0,04"
"-0,002348","0,88","0,04"
"-0,002344","0,88","0,04"
"-0,00234","0,88",0
"-0,002336","0,88","0,04"
"-0,002332","0,88","0,04"
"-0,002328","0,88",0
"-0,002324","0,92","0,04"
"-0,00232","0,88",0
"-0,002316","0,92","0,04"
"-0,002312","0,92","0,04"
"-0,002308","0,92","0,04"
"-0,002304","0,92",0
"-0,0023","0,92",0
"-0,002296","0,92","0,04"
"-0,002292","0,92",0
"-0,002288","0,92","0,04"
"-0,002284","0,92","0,04"
"-0,00228","0,92","0,04"
"-0,002276","0,96","0,04"
"-0,002272","0,96",0
"-0,002268","0,92","0,04"
"-0,002264","0,96",0
"-0,00226","0,96",0
"-0,002256","0,96",0
"-0,002252","0,96",0
"-0,002248","0,96","0,04"
"-0,002244","0,96","0,04"
"-0,00224","0,96","0,04"
"-0,002236","0,96",0
"-0,002232",1,0
"-0,002228",1,0
"-0,002224",1,0
"-0,00222",1,0
"-0,002216",1,"0,04"
"-0,002212",1,0
"-0,002208","1,04","0,04"
"-0,002204",1,0
"-0,0022","1,04","0,04"
"-0,002196","1,04",0
"-0,002192","1,04",0
"-0,002188","1,04",0
"-0,002184","1,04","0,04"
"-0,00218","1,04","0,04"
"-0,002176","1,04","0,04"
"-0,002172","1,04",0
"-0,002168","1,04",0
"-0,002164","1,04",0
"-0,00216","1,04","0,04"
"-0,002156","1,08",0
"-0,002152","1,08","0,04"
"-0,002148","1,04","0,04"
"-0,002144","1,08",0
"-0,00214","1,08","0,04"
"-0,002136","1,08","0,04"
"-0,002132","1,08","0,04"
"-0,002128","1,08","0,04"
"-0,002124","1,08",0
"-0,00212","1,08",0
"-0,002116","1,12","0,04"
"-0,002112","1,08","0,04"
"-0,002108","1,12",0
"-0,002104","1,12",0
"-0,0021","1,16","0,04"
"-0,002096","1,12",0
"-0,002092","1,12",0
"-0,002088","1,16","0,04"
"-0,002084","1,12","0,04"
"-0,00208","1,16","0,04"
"-0,002076","1,16",0
"-0,002072","1,16","0,04"
"-0,002068","1,16",0
"-0,002064","1,16",0
"-0,00206","1,16",0
"-0,002056","1,16",0
"-0,002052","1,16","0,04"
"-0,002048","1,16",0
"-0,002044","1,2","0,04"
"-0,00204","1,16","0,04"
"-0,002036","1,16",0
"-0,002032","1,2",0
"-0,002028","1,16",0
"-0,002024","1,2","0,04"
"-0,00202","1,2","0,04"
"-0,002016","1,2",0
"-0,002012","1,2","0,04"
"-0,002008","1,2",0
"-0,002004","1,24",0
"-0,002","1,24","0,04"
"-0,001996","1,2",0
"-0,001992","1,24","0,04"
"-0,001988","1,24",0
"-0,001984","1,24",0
"-0,00198","1,24","0,04"
"-0,001976","1,24",0
"-0,001972","1,24",0
"-0,001968","1,24",0
"-0,001964","1,24",0
"-0,00196","1,24","0,04"
"-0,001956","1,28",0
"-0,001952","1,24","0,04"
"-0,001948","1,24","0,04"
"-0,001944","1,28",0
"-0,00194","1,28","0,04"
"-0,001936","1,28",0
"-0,001932","1,28","0,04"
"-0,001928","1,28","0,04"
"-0,001924","1,28","0,04"
"-0,00192","1,32",0
"-0,001916","1,32","0,04"
"-0,001912","1,28",0
"-0,001908","1,32","0,04"
"-0,001904","1,32",0
"-0,0019","1,32",0
"-0,001896","1,32",0
"-0,001892","1,32",0
"-0,001888","1,36","0,04"
"-0,001884","1,32",0
"-0,00188","1,36",0
"-0,001876","1,32",0
"-0,001872","1,36",0
"-0,001868","1,36",0
"-0,001864","1,36","0,04"
"-0,00186","1,36",0
"-0,001856","1,36","0,04"
"-0,001852","1,36",0
"-0,001848","1,36",0
"-0,001844","1,4",0
"-0,00184","1,4","0,04"
"-0,001836","1,36",0
"-0,001832","1,36","0,04"
"-0,001828","1,4",0
"-0,001824","1,4",0
"-0,00182","1,4","0,04"
"-0,001816","1,4",0
"-0,001812","1,4","0,04"
"-0,001808","1,4",0
"-0,001804","1,44","0,04"
"-0,0018","1,4",0
"-0,001796","1,4",0
"-0,001792","1,44","0,04"
"-0,001788","1,44",0
"-0,001784","1,44","0,04"
"-0,00178","1,44","0,04"
"-0,001776","1,48",0
"-0,001772","1,44",0
"-0,001768","1,44","0,04"
"-0,001764","1,44",0
"-0,00176","1,48",0
"-0,001756","1,48",0
"-0,001752","1,48","0,04"
"-0,001748","1,48","0,04"
"-0,001744","1,48","0,04"
"-0,00174","1,48",0
"-0,001736","1,52","0,04"
"-0,001732","1,52","0,04"
"-0,001728","1,48",0
"-0,001724","1,48","0,04"
"-0,00172","1,52","0,04"
"-0,001716","1,52","0,04"
"-0,001712","1,52","0,04"
"-0,001708","1,52",0
"-0,001704","1,52",0
"-0,0017","1,52",0
"-0,001696","1,52","0,04"
"-0,001692","1,52",0
"-0,001688","1,52",0
"-0,001684","1,52","0,04"
"-0,00168","1,52","0,04"
"-0,001676","1,52",0
"-0,001672","1,52",0
"-0,001668","1,56","0,04"
"-0,001664","1,56","0,04"
"-0,00166","1,56","0,04"
"-0,001656","1,56",0
"-0,001652","1,56",0
"-0,001648","1,52",0
"-0,001644","1,52","0,04"
"-0,00164","1,56",0
"-0,001636","1,52",0
"-0,001632","1,52",0
"-0,001628","1,52",0
"-0,001624","1,52",0
"-0,00162","1,52",0
"-0,001616","1,52",0
"-0,001612","1,52",0
"-0,001608","1,48",0
"-0,001604","1,52",0
"-0,0016","1,48",0
"-0,001596","1,52",0
"-0,001592","1,48",0
"-0,001588","1,52",0
"-0,001584","1,48",0
"-0,00158","1,48",0
"-0,001576","1,48",0
"-0,001572","1,48",0
"-0,001568","1,48",0
"-0,001564","1,48",0
"-0,00156","1,44",0
"-0,001556","1,48",0
"-0,001552","1,48",0
"-0,001548","1,48",0
"-0,001544","1,44","0,04"
"-0,00154","1,44",0
"-0,001536","1,44",0
"-0,001532","1,44",0
"-0,001528","1,44",0
"-0,001524","1,44",0
"-0,00152","1,4",0
"-0,001516","1,44",0
"-0,001512","1,4",0
"-0,001508","1,44",0
"-0,001504","1,4",0
"-0,0015","1,4",0
"-0,001496","1,4",0
"-0,001492","1,4",0
"-0,001488","1,4",0
"-0,001484","1,4",0
"-0,00148","1,36",0
"-0,001476","1,4",0
"-0,001472","1,36",0
"-0,001468","1,36",0
"-0,001464","1,36",0
"-0,00146","1,36",0
"-0,001456","1,36",0
"-0,001452","1,36",0
