id,fenda,N,nDy,n,2dy,mL,m,Dy,Dyr,L,Lr,dy,dyr,b,br,h,hr
ca,cabelo,1,101.64,3.0,,,,33.88,0.09623,,,,,0.05794,0.00016,,
