,t,V1,V2,V1err,V2err,terr
0,-0.2500000000000000052,500.0,460.00000000000001998,2.947200000000000008,2.737200000000000117,2.5e-05
1,-0.24980000000000000034,479.99999999999998224,479.99999999999998224,2.8871999999999999535,2.797200000000000005,2.5e-05
2,-0.24959999999999999548,540.0000000000000355,460.00000000000001998,3.0672000000000001173,2.737200000000000117,2.5e-05
3,-0.24939999999999999062,520.00000000000001776,460.00000000000001998,3.0072000000000000627,2.737200000000000117,2.5e-05
4,-0.24919999999999998576,540.0000000000000355,440.00000000000000222,3.0672000000000001173,2.6772000000000000625,2.5e-05
5,-0.2489999999999999809,500.0,440.00000000000000222,2.947200000000000008,2.6772000000000000625,2.5e-05
6,-0.24879999999999997604,520.00000000000001776,479.99999999999998224,3.0072000000000000627,2.797200000000000005,2.5e-05
7,-0.24860000000000002538,540.0000000000000355,440.00000000000000222,3.0672000000000001173,2.6772000000000000625,2.5e-05
8,-0.24840000000000002052,540.0000000000000355,460.00000000000001998,3.0672000000000001173,2.737200000000000117,2.5e-05
9,-0.24820000000000001566,500.0,479.99999999999998224,2.947200000000000008,2.797200000000000005,2.5e-05
10,-0.2480000000000000108,540.0000000000000355,500.0,3.0672000000000001173,2.8572000000000000596,2.5e-05
11,-0.24780000000000000594,520.00000000000001776,440.00000000000000222,3.0072000000000000627,2.6772000000000000625,2.5e-05
12,-0.24760000000000000108,520.00000000000001776,419.99999999999998446,3.0072000000000000627,2.617200000000000008,2.5e-05
13,-0.24739999999999999622,520.00000000000001776,419.99999999999998446,3.0072000000000000627,2.617200000000000008,2.5e-05
14,-0.24719999999999999135,520.00000000000001776,479.99999999999998224,3.0072000000000000627,2.797200000000000005,2.5e-05
15,-0.2469999999999999865,500.0,460.00000000000001998,2.947200000000000008,2.737200000000000117,2.5e-05
16,-0.24679999999999998163,520.00000000000001776,440.00000000000000222,3.0072000000000000627,2.6772000000000000625,2.5e-05
17,-0.24659999999999997677,520.00000000000001776,440.00000000000000222,3.0072000000000000627,2.6772000000000000625,2.5e-05
18,-0.24640000000000002612,500.0,460.00000000000001998,2.947200000000000008,2.737200000000000117,2.5e-05
19,-0.24620000000000002126,500.0,440.00000000000000222,2.947200000000000008,2.6772000000000000625,2.5e-05
20,-0.2460000000000000164,500.0,419.99999999999998446,2.947200000000000008,2.617200000000000008,2.5e-05
21,-0.24580000000000001154,520.00000000000001776,419.99999999999998446,3.0072000000000000627,2.617200000000000008,2.5e-05
22,-0.24560000000000000667,500.0,440.00000000000000222,2.947200000000000008,2.6772000000000000625,2.5e-05
23,-0.24540000000000000181,520.00000000000001776,460.00000000000001998,3.0072000000000000627,2.737200000000000117,2.5e-05
24,-0.24519999999999999695,500.0,460.00000000000001998,2.947200000000000008,2.737200000000000117,2.5e-05
25,-0.24499999999999999209,520.00000000000001776,460.00000000000001998,3.0072000000000000627,2.737200000000000117,2.5e-05
26,-0.24479999999999998723,520.00000000000001776,440.00000000000000222,3.0072000000000000627,2.6772000000000000625,2.5e-05
27,-0.24459999999999998237,520.00000000000001776,460.00000000000001998,3.0072000000000000627,2.737200000000000117,2.5e-05
28,-0.2443999999999999775,520.00000000000001776,460.00000000000001998,3.0072000000000000627,2.737200000000000117,2.5e-05
29,-0.24420000000000002685,520.00000000000001776,440.00000000000000222,3.0072000000000000627,2.6772000000000000625,2.5e-05
30,-0.24399999999999999489,520.00000000000001776,460.00000000000001998,3.0072000000000000627,2.737200000000000117,2.5e-05
31,-0.24379999999999999003,520.00000000000001776,460.00000000000001998,3.0072000000000000627,2.737200000000000117,2.5e-05
32,-0.24360000000000001227,520.00000000000001776,479.99999999999998224,3.0072000000000000627,2.797200000000000005,2.5e-05
33,-0.24340000000000000741,520.00000000000001776,479.99999999999998224,3.0072000000000000627,2.797200000000000005,2.5e-05
34,-0.24320000000000000255,520.00000000000001776,479.99999999999998224,3.0072000000000000627,2.797200000000000005,2.5e-05
35,-0.24299999999999999769,540.0000000000000355,479.99999999999998224,3.0672000000000001173,2.797200000000000005,2.5e-05
36,-0.24279999999999999282,520.00000000000001776,440.00000000000000222,3.0072000000000000627,2.6772000000000000625,2.5e-05
37,-0.24259999999999998796,560.0000000000000533,419.99999999999998446,3.1272000000000001719,2.617200000000000008,2.5e-05
38,-0.2424000000000000102,520.00000000000001776,440.00000000000000222,3.0072000000000000627,2.6772000000000000625,2.5e-05
39,-0.24220000000000000535,540.0000000000000355,460.00000000000001998,3.0672000000000001173,2.737200000000000117,2.5e-05
40,-0.24200000000000000048,540.0000000000000355,440.00000000000000222,3.0672000000000001173,2.6772000000000000625,2.5e-05
41,-0.24179999999999999562,520.00000000000001776,460.00000000000001998,3.0072000000000000627,2.737200000000000117,2.5e-05
42,-0.24159999999999999076,520.00000000000001776,479.99999999999998224,3.0072000000000000627,2.797200000000000005,2.5e-05
43,-0.241400000000000013,520.00000000000001776,460.00000000000001998,3.0072000000000000627,2.737200000000000117,2.5e-05
44,-0.24120000000000000814,500.0,460.00000000000001998,2.947200000000000008,2.737200000000000117,2.5e-05
45,-0.24100000000000000328,500.0,419.99999999999998446,2.947200000000000008,2.617200000000000008,2.5e-05
46,-0.24079999999999999842,520.00000000000001776,440.00000000000000222,3.0072000000000000627,2.6772000000000000625,2.5e-05
47,-0.24059999999999999356,540.0000000000000355,460.00000000000001998,3.0672000000000001173,2.737200000000000117,2.5e-05
48,-0.2403999999999999887,520.00000000000001776,440.00000000000000222,3.0072000000000000627,2.6772000000000000625,2.5e-05
