frequencia,Vpp1,Vpp2,fase,T,T_dB
10.0,1.704120636,0.0088617597,68.9400024414,2.7042028582883723e-05,-45.67960732504549
10.74196620077433,1.7518328428,0.0061599999,113.0514678955,1.2364486423547279e-05,-49.07823917964358
11.53898378585781,1.7895641327,0.0071386402,136.6972045898,1.591242804945177e-05,-47.98263547064711
12.39513738189677,1.8059501648,0.0063200002,134.9324188232,1.2246800985714282e-05,-49.119773395189554
13.314814681028952,1.8563750982,0.0060247998,102.1038589478,1.053304094003707e-05,-49.77446227787109
14.302728927318686,1.8504567146,0.0067708404,-120.3806533813,1.3388357251768868e-05,-48.732727075480646
15.363943071609464,1.8905984163,0.0074003199,96.6932983398,1.532153959981489e-05,-48.14697592007047
16.50389571858499,1.9196871519,0.0063200002,-82.7591094971,1.083860196330892e-05,-49.650267324449146
17.728428999014415,1.9374098778,0.0074034403,-108.1786117554,1.4602396545587245e-05,-48.35575861947692
19.043818510024035,1.9433715343,0.00751488,-106.544631958,1.495314091077924e-05,-48.25267574098959
20.456805476835875,1.9613080025,0.0093465606,-92.5061340332,2.270973422288542e-05,-46.437879483962796
21.97463130079862,1.979413271,0.00867048,-94.1878890991,1.9187276155829762e-05,-47.169866737509864
23.605074670765656,1.9853553772,0.0095961606,-87.0652160645,2.3362456318550753e-05,-46.314814976251014
25.356491428011893,2.0161242485,0.01111372,96.2512817383,3.0386754406809534e-05,-45.17315684207215
27.23785738899278,2.0221748352,0.0106898407,96.1764678955,2.7945061113468863e-05,-45.5369493628199
29.258814345407195,2.0408422947,0.0129408007,94.0046844482,4.0207160663243136e-05,-43.956965946868024
31.429719477309522,2.0471203327,0.0119734397,91.8090438843,3.4209845987326014e-05,-44.65848881003626
33.76169843250776,2.0408241749,0.0134191206,93.9095230103,4.323514618280114e-05,-43.64163068288299
36.266702344273405,2.047103405,0.0139797609,-101.9956588745,4.6635853127417536e-05,-43.312800741141466
38.95756907957281,2.0408046246,0.0148240011,93.7178573608,5.276282224454595e-05,-42.7767198241203
41.848089031710224,2.0597200394,0.0171729606,95.5183792114,6.951426870983096e-05,-41.57926041655776
44.95307579456264,2.0407853127,0.0164534412,-99.8633041382,6.500082172095156e-05,-41.87081153101464
48.288442080603865,2.0597007275,0.0180979203,93.474899292,7.720565252340451e-05,-41.123509021272646
51.87128127178959,2.0533630848,0.0181315206,92.2406616211,7.797169142175008e-05,-41.08063044628047
55.71995502124223,2.0723950863,0.0199112408,92.6362609863,9.231059311925281e-05,-40.347484585704045
59.854187354685,2.0660185814,0.0221334007,90.6474761963,0.00011476985862176356,-39.40172153340509
64.29516575388406,2.072375536,0.0225058012,90.6940917969,0.00011793753403829231,-39.28347957147991
69.06564974014059,2.053011179,0.0250712018,89.6270751953,0.00014913091303153355,-38.264323232307035
74.19008751431086,2.0594863892,0.027883241,91.335319519,0.00018330261161694634,-37.36831347352302
79.69474125112174,2.0659017563,0.0295791999,90.4306259155,0.0002049998367024142,-36.88246484891898
85.60782168990055,2.0594668388,0.0329230428,91.9247360229,0.00025555849762735525,-35.925096736548895
91.95963271148278,2.0529727936,0.0350272022,90.7451705933,0.00029110154518176,-35.35955489297943
98.78272664223697,2.0594477654,0.0378621221,91.4229278564,0.000337993494168217,-34.710916591129845
106.11207108112394,2.0529534817,0.0389108844,90.700630188,0.0003592394199189501,-34.4461601355833
113.98522810475967,2.0721409321,0.0421450809,89.8973770142,0.00041367112207576996,-33.83344795664523
122.44254676888806,2.0657653809,0.047628399,87.9411773682,0.00053158164450319,-32.74430023644668
131.5273698928126,2.0594089031,0.049317278,90.6315841675,0.0005734730650726886,-32.414869752605455
141.28625618653362,2.0658240318,0.0520704798,89.4283676147,0.0006353258239750383,-31.970034916159022
151.76921885896874,2.0593895912,0.0570746437,88.8524627686,0.0007680851900853197,-31.145906087026702
163.02998193009643,2.0658044815,0.0622663237,86.888458252,0.0009085064598174557,-30.41671980350332
175.12625556059456,2.0593705177,0.0650024787,90.1471557617,0.0009963016584764045,-30.016091467405175
188.12003181000765,2.0657074451,0.0691440031,94.3747253418,0.0011203956381169527,-29.506285906244653
202.0779023391694,2.0720627308,0.0743740425,89.0556869507,0.0012883592400061649,-28.899630234676984
217.0713996850734,2.0656878948,0.0796366856,88.7500076294,0.0014862673747822255,-28.27903055348567
233.17736385718342,2.0718896389,0.0854266062,87.9030838013,0.001700016236305535,-27.695469307957097
250.47833613395247,2.0655143261,0.0901617557,87.650604248,0.001905409372054899,-27.200117029676363
269.06298207771096,2.0591578484,0.0971641615,86.8030166626,0.0022265524769477683,-26.523670646556997
289.026545935832,2.0654947758,0.1070300415,87.1907501221,0.002685116825181234,-25.71036814088147
310.4713387569257,2.0591385365,0.1120871156,87.2049636841,0.002963058690794539,-25.28259746145407
333.5072627236054,2.0654754639,0.1216436028,86.7556762695,0.003468474199538114,-24.598615316790525
358.2523743889734,2.0591192245,0.12766321,87.4211959839,0.003843868606129875,-24.152314661148438
384.8334897033504,2.0526273251,0.1363456845,85.8461532593,0.0044122750867613214,-23.553374189566373
413.3868339319426,2.0718123913,0.1470331997,86.0545959473,0.005036513057932581,-22.978700357366048
444.05873979420386,2.0654368401,0.159369126,85.0444030762,0.005953667050815627,-22.252154562255146
477.00639740277813,2.0590806007,0.1716976911,85.6160354614,0.006953159887966446,-21.57817783894526
512.3986598453771,2.0525889397,0.1815951318,84.8360671997,0.007827164022075665,-21.063955652300727
550.4169085381104,2.0718505383,0.1959859282,84.9393615723,0.008948143396066945,-20.482670648501507
591.2559827851078,2.0653982162,0.2075602859,83.0769271851,0.010099059368598657,-19.95719074737256
635.1251783083245,2.0590419769,0.2249477655,83.7102966309,0.011935289729520149,-19.231670340175455
