frequencia,Vpp1,Vpp2,fase,T,T_dB
682.2493198648791,2.0651392937,0.2407186776,81.9631881714,0.01358691559675259,-18.668791224687617
732.8699134489807,2.0588614941,0.2582440078,81.7582397461,0.01573280803522195,-18.031937563745345
787.246383983336,2.0651984215,0.2765207291,81.921257019,0.017927998936578014,-17.464681822337223
845.6574048430814,2.0588424206,0.2979309559,81.3886566162,0.0209404034224783,-16.790149557771137
908.4023260258916,2.0652537346,0.3182941973,81.996383667,0.02375257019029012,-16.242893898678734
975.8027082874911,2.0588970184,0.3391807973,80.5078125,0.027138963947004685,-15.664067359204736
1048.2039711048285,2.0652341843,0.3631871939,78.0314178467,0.03092590685587012,-15.096775564773123
1125.97716291255,2.0588037968,0.391320169,79.1431808472,0.036127220005638255,-14.421654561641166
1209.5208626850385,2.0523135662,0.416603595,78.4503631592,0.04120582319333603,-13.850414052768869
1299.2632226094092,2.0459969044,0.4462776184,77.6103897095,0.047577352217647036,-13.225997310516375
1395.664162317941,2.0524475574,0.4780464172,75.3138122559,0.054249532124768796,-12.656040030371722
1499.2177259251341,2.0706062317,0.516533792,74.2891464233,0.06223037869032362,-12.05997556196672
1610.4546139489546,2.0642335415,0.5501695871,73.6205825806,0.07103550911795038,-11.485245025636758
1729.9449030920744,2.0578796864,0.5887897015,72.6490936279,0.08186164168527586,-10.869195500925677
1858.3009678216906,2.064214468,0.6271296144,71.625831604,0.09230069768333078,-10.347950162127065
1996.1806187206828,2.0708031654,0.6803900599,70.1037445068,0.10795388596997406,-9.667617199352037
2144.2904736938367,2.0645093918,0.7144505978,68.9098510742,0.11975969522869688,-9.216893178809661
2303.3895793061574,2.0572106838,0.7606178522,67.0230407715,0.1367021945433323,-8.642245134467398
2474.2933008122545,2.0638582706,0.8104740381,66.2970275879,0.15421210848598974,-8.11881524844116
2657.8775008127595,2.0448100567,0.852524817,63.957447052,0.17382334996675253,-7.598918845008712
2855.083027952921,2.0641617775,0.9019370675,62.3945274353,0.19092597092299973,-7.191349921857331
3066.920538667471,2.0447909832,0.9554319382,60.8823509216,0.21832409409671646,-6.608983332059642
3294.475676682658,2.0386559963,1.0054063797,59.684211731,0.24321781103631857,-6.140046244998189
3538.914636819829,2.0446128845,1.052118659,57.4982337952,0.2647934627502667,-5.770927410092696
3801.490141614417,2.0257363319,1.1003191471,55.8479118347,0.2950336187090515,-5.301284938931982
4083.547861379889,2.0191895962,1.1578733921,54.0955505371,0.3288273618435549,-4.830320518276732
4386.533310618707,2.0132133961,1.2041898966,52.0596160889,0.3577752838877269,-4.463896650037926
4711.999256123688,2.0197191238,1.2519423962,49.7312469482,0.38422599000891017,-4.154132617135379
5061.613674735445,2.0007669926,1.3427106142,48.0971641541,0.4503724497990841,-3.464281840230164
5437.168301538531,1.994610548,1.3941632509,45.7577400208,0.48855227392392514,-3.1108896098897443
5840.587812304847,2.0003621578,1.4311618805,43.4518966675,0.511870687303057,-2.908397399692543
6273.939687243322,1.9815850258,1.4895310402,42.0075263977,0.5650328429021051,-2.479263077971835
6739.444806606444,1.9883013964,1.5307821035,39.8111915588,0.5927373816525296,-2.271376826251979
7239.488832455052,1.9699465036,1.5626838207,37.2503585815,0.6292646951625351,-2.011666336207127
7776.634434911539,1.9762369394,1.6065124273,36.1119728088,0.6608306127019805,-1.799098467112811
8353.634425559754,1.9701567888,1.6312298775,33.9849624634,0.6855336157757348,-1.6397124432018795
8973.445865298778,1.9629584551,1.6663628817,31.7123699188,0.7206376529390283,-1.42283049961943
9639.245218951763,1.9573791027,1.6923896074,29.5081958771,0.7475681751894299,-1.2634919529990563
10354.44463429553,1.9513561726,1.7294942141,29.0984458923,0.7855342652635278,-1.0483486614239794
11122.709428939193,1.9455039501,1.7442694902,26.2729816437,0.8038276389962511,-0.948370650049072
11947.976874669877,1.9383974075,1.7607086897,25.2064628601,0.8250672994012759,-0.8351062530880622
12834.476375533715,1.944970727,1.7877960205,24.0308074951,0.8449087229432474,-0.7319020615474187
13786.75114306198,1.9389859438,1.8045760393,21.118013382,0.8661658394587255,-0.623989483216259
14809.681479725867,1.9331711531,1.8098526001,20.2606639862,0.8764876481425586,-0.5725419979987962
15908.509789944883,1.9266268015,1.8376965523,18.5260486603,0.9098135615914215,-0.41047593907004354
17088.86744682755,1.9325549603,1.8546587229,17.4829006195,0.9210099147079729,-0.35735694580799704
18356.803652333427,2.0812139511,2.0787968636,-0.0,0.9976785818526944,-0.010093511083630272
19718.816438761645,2.0879402161,2.0721580982,-0.1420678794,0.9849397299638666,-0.06590343862737352
21181.885970445128,2.0681893826,2.0785369873,-0.4585987628,1.0100314704777114,0.04334905705301953
22753.51031631771,2.0745556355,2.0723009109,-0.327868849,0.9978274872063327,-0.009445366990924029
24441.743876685538,2.0811777115,2.0788383484,-1.2316715717,0.997753148808063,-0.009768929522994848
26255.238661133848,2.0741355419,2.0719671249,-0.3785488904,0.9979101814089094,-0.00908546361835392
28203.28862911639,2.0679986477,2.0655944347,-0.8117249012,0.9976761924305877,-0.010103912370150998
30295.87732046506,2.0613186359,2.0589170456,0.4363636076,0.9976712078937374,-0.010125610414797953
32543.729019924198,2.0681407452,2.0655753613,-0.0,0.9975206785937292,-0.010780926276145724
34958.36371791837,2.0741868019,2.0592217445,-1.0066410303,0.9856222480399389,-0.06289501920794852
37552.156149225564,2.0543951988,2.0528872013,-0.540540576,0.998532469274087,-0.0063780861270760995
40338.39921211809,2.0738449097,2.0721535683,-0.871318996,0.9983695485633032,-0.007086739483186111
43331.37209299145,2.0677061081,2.0658555031,-0.3119584322,0.998210793261749,-0.007777385886327064
46546.41344560902,2.0610215664,2.0590245724,-1.6728625298,0.9980630707074728,-0.008420134273207683
49999.99999999999,2.0549223423,2.0528512001,-1.7982017994,0.997985229502502,-0.008758863609537804
