t,tr,Vi,Vir,Vo,Vor
0.0008000000000004532,0.00020084422110563813,10.0,50.00007568994271,-30.0,5.000608362989447
0.020884422110564266,0.00020084422110563813,25.258100253491587,50.00017628983864,-6.813106982742257,5.000007122208734
0.04096884422112808,0.00020084422110563813,32.51436390567739,50.000238835101555,8.71450107969237,5.000145490567185
0.06105326633169189,0.00020084422110563813,53.50787843618323,50.00047316308034,15.533886206002938,5.000343403646672
0.0811376884422557,0.00020084422110563813,75.3523094350171,50.00080120582731,22.1443991362451,5.000615138806001
0.10122211055281952,0.00020084422110563813,91.92247749515312,50.00110732937945,26.421800967023927,5.000832868009757
0.12130653266338333,0.00020084422110563813,111.78622422636734,50.00153942958183,28.983647473804204,5.000979033050037
0.14139095477394714,0.00020084422110563813,139.95190973872818,50.00227386216037,30.03901220204611,5.0010426801983225
0.16147537688451097,0.00020084422110563813,146.09027757951128,50.00245287181181,30.4240991617841,5.00106640302125
0.1815597989950748,0.00020084422110563813,150.0453178175626,50.00257180261116,31.902438190512417,5.001159952012354
0.2016442211056386,0.00020084422110563813,186.7053564971423,50.00380817741009,32.6827733157955,5.001210916640413
0.2217286432162024,0.00020084422110563813,209.94449785484213,50.00471717996095,33.12859626338746,5.001240525504088
0.24181306532676622,0.00020084422110563813,236.33003375162016,50.00586706412779,32.806081073018305,5.001219070230335
0.26189748743733005,0.00020084422110563813,237.00220637939012,50.00589799380709,33.816016835698804,5.001286880410267
0.2819819095478938,0.00020084422110563813,281.232204205105,50.00811188585284,34.522369704527726,5.001335397342281
0.30206633165845764,0.00020084422110563813,295.1135145236596,50.00887926858647,33.642758207627196,5.001275116928612
0.32215075376902147,0.00020084422110563813,311.0954426294493,50.009805708592815,33.74541043163785,5.0012820800348665
0.3422351758795853,0.00020084422110563813,343.0343161925736,50.01179480497485,33.551752464359744,5.001268959675964
0.3623195979901491,0.00020084422110563813,334.9892131919174,50.011276481084806,32.95383827875691,5.001228876533426
0.3824040201007129,0.00020084422110563813,370.7427845521608,50.013669080992194,33.36930225557261,5.001256660356437
0.4024884422112767,0.00020084422110563813,396.82194102480895,50.015559288882685,33.19481988698421,5.0012449541726935
0.42257286432184055,0.00020084422110563813,403.0230583021171,50.01602674299157,33.06366095103701,5.001236190650052
0.4426572864324043,0.00020084422110563813,424.88097423389775,50.01772958535385,31.604450216593445,5.0011407790500195
0.46274170854296814,0.00020084422110563813,453.7989068845088,50.02011444666196,33.41719572893834,5.0012598831520405
0.48282613065353197,0.00020084422110563813,478.60926537649556,50.0222803841338,33.94720441350292,5.001295823374698
0.5029105527640958,0.00020084422110563813,473.6621537308376,50.02183967008279,30.837014303805372,5.001092136532822
0.5229949748746596,0.00020084422110563813,495.12034605867524,50.023783119353176,33.85371946738919,5.0012894474023035
0.5430793969852235,0.00020084422110563813,529.640803373989,50.027083270765864,32.99092990122215,5.001231344384562
0.5631638190957872,0.00020084422110563813,549.4373742013225,50.029072442285994,33.01602190980579,5.001233015257562
0.583248241206351,0.00020084422110563813,570.0562311550893,50.0312191055861,33.973375723617195,5.001297611157991
0.6033326633169148,0.00020084422110563813,581.5205080457087,50.03244571201024,32.43511230567604,5.001194622955453
0.6234170854274786,0.00020084422110563813,614.9620386442114,50.036158633512,32.92731644781935,5.001227113449292
0.6435015075380425,0.00020084422110563813,612.07716336495,50.03583041656336,31.102972751128966,5.001108873866245
0.6635859296486063,0.00020084422110563813,638.7217764499735,50.03891866754265,32.05211327998242,5.001169642578382
0.6836703517591701,0.00020084422110563813,669.688044274811,50.042668004423426,33.57773830671399,5.00127071630263
0.703754773869734,0.00020084422110563813,693.9537153202764,50.045726361016094,33.82559782472322,5.001287532491726
0.7238391959802978,0.00020084422110563813,704.3620055743294,50.047070576807755,34.55869608191005,5.0013379167370635
0.7439236180908615,0.00020084422110563813,728.2781214959491,50.05023297965553,31.8616021666882,5.001157315121136
0.7640080402014253,0.00020084422110563813,761.2676886299295,50.054763599414585,32.86949422178129,5.001223274003824
0.7840924623119891,0.00020084422110563813,784.4757504292775,50.05806787655464,32.85747085690076,5.0012224763973165
0.804176884422553,0.00020084422110563813,780.757709070972,50.05753201606094,31.65552469059762,5.00114405391093
0.8242613065331168,0.00020084422110563813,796.4366034344158,50.059808546257806,30.930632170280376,5.001098013594048
0.8443457286436806,0.00020084422110563813,832.9733243576122,50.065284648234574,33.449161552735966,5.001262036457301
0.8644301507542445,0.00020084422110563813,849.827923033779,50.0678914838501,34.42388119921626,5.001328578669642
0.8845145728648082,0.00020084422110563813,880.1310964930221,50.07270644331228,31.512980083550143,5.001134925773322
0.904598994975372,0.00020084422110563813,890.3800703927918,50.074372177910014,33.07978756908916,5.001237266498713
0.9246834170859358,0.00020084422110563813,920.9159600660596,50.07944666335564,33.07589670122491,5.001237006885976
0.9447678391964996,0.00020084422110563813,930.0164181563918,50.08099129866913,36.00536657002137,5.001440179007404
0.9648522613070635,0.00020084422110563813,946.1278942208453,50.08376230546013,34.4853243227434,5.001332830525683
0.9849366834176273,0.00020084422110563813,968.6043592062738,50.08770569044772,32.54778447841529,5.001202022009561
1.005021105528191,0.00020084422110563813,982.9402010768345,50.09026809170425,24.194552112075026,5.000715388313877
1.0251055276387548,0.00020084422110563813,977.0293046337598,50.08920711471886,3.1523743698895412,5.000046040601241
1.0451899497493187,0.00020084422110563813,959.8548946374558,50.08615988616817,-8.637694725644671,5.00001935735366
1.0652743718598825,0.00020084422110563813,954.3978874737855,50.08520271523363,-18.001533712046395,5.000176435538711
