"Tempo (s)","V1 (V)","V2 (V)"
"1,96E-06","1,28","1,04"
2E-06,"1,32","1,04"
"2,04E-06","1,28","1,08"
"2,08E-06","1,28","1,04"
"2,12E-06","1,28","1,08"
"2,15999999999999E-06","1,28","1,08"
"2,19999999999999E-06","1,28","1,08"
"2,23999999999999E-06","1,28","1,08"
"2,27999999999999E-06","1,24","1,04"
"2,31999999999999E-06","1,24","1,08"
"2,35999999999999E-06","1,28","1,04"
"2,39999999999999E-06","1,28","1,08"
"2,43999999999999E-06","1,28","1,08"
"2,47999999999999E-06","1,28","1,08"
"2,51999999999999E-06","1,24","1,08"
"2,55999999999999E-06","1,24","1,08"
"2,59999999999999E-06","1,2","1,08"
"2,64E-06","1,28","1,08"
"2,68E-06","1,28","1,04"
"2,72E-06","1,24","1,04"
"2,76E-06","1,24","1,04"
"2,8E-06","1,28","1,08"
"2,84E-06","1,24","1,08"
"2,87999999999999E-06","1,16","1,08"
"2,91999999999999E-06","1,24","1,08"
"2,95999999999999E-06","1,24",1
"2,99999999999999E-06","1,24","1,04"
"3,03999999999999E-06","1,24","1,04"
"3,07999999999999E-06","1,2","1,08"
"3,11999999999999E-06","1,2","1,12"
"3,15999999999999E-06","1,16","1,04"
"3,19999999999999E-06","1,24","1,08"
"3,23999999999999E-06","1,28","1,08"
"3,27999999999999E-06","1,16","1,04"
"3,32E-06","1,24","1,08"
"3,36E-06","1,24","1,08"
"3,4E-06","1,24","1,08"
"3,44E-06","1,24","1,12"
"3,48E-06","1,2","1,04"
"3,52E-06","1,2","1,08"
"3,56E-06","1,2","1,08"
"3,59999999999999E-06","1,2","1,04"
"3,63999999999999E-06","1,16","1,08"
"3,67999999999999E-06","1,2","1,08"
"3,71999999999999E-06","1,2","1,08"
"3,75999999999999E-06","1,2","1,12"
"3,79999999999999E-06","1,24","1,04"
"3,83999999999999E-06","1,2","1,08"
"3,87999999999999E-06","1,2","1,08"
"3,91999999999999E-06","1,16","1,04"
"3,95999999999999E-06","1,16","1,04"
"3,99999999999999E-06","1,2","1,08"
"4,04E-06","1,2","1,04"
"4,08E-06","1,2","1,08"
"4,12E-06","1,16","1,08"
"4,16E-06","1,16","1,04"
"4,2E-06","1,16","1,08"
"4,24E-06","1,16","1,04"
"4,28E-06","1,2","1,08"
"4,31999999999999E-06","1,2","1,08"
"4,35999999999999E-06","1,2","1,04"
"4,39999999999999E-06","1,2","1,08"
"4,43999999999999E-06","1,2","1,08"
"4,47999999999999E-06","1,16","1,08"
"4,51999999999999E-06","1,2","1,12"
"4,55999999999999E-06","1,24","1,08"
"4,59999999999999E-06","1,2","1,08"
"4,63999999999999E-06","1,2","1,08"
"4,67999999999999E-06","1,16","1,08"
"4,71999999999999E-06","1,12","1,08"
"4,76E-06","1,12","1,08"
"4,8E-06","1,16","1,08"
"4,84E-06","1,16","1,08"
"4,88E-06","1,16","1,08"
"4,92E-06","1,12","1,04"
"4,96E-06","1,16","1,08"
"4,99999999999999E-06","1,12","1,08"
"5,03999999999999E-06","1,16","1,04"
"5,07999999999999E-06","1,12","1,08"
"5,11999999999999E-06","1,2","1,08"
"5,15999999999999E-06","1,12","1,08"
"5,19999999999999E-06","1,08","1,08"
"5,23999999999999E-06","1,16","1,08"
"5,27999999999999E-06","1,16","1,08"
"5,31999999999999E-06","1,16","1,08"
"5,35999999999999E-06","1,12","1,08"
"5,39999999999999E-06","1,12","1,08"
"5,44E-06","1,12","1,08"
"5,48E-06","1,12","1,08"
"5,52E-06","1,08","1,12"
"5,56E-06","1,12","1,12"
"5,6E-06","1,12","1,08"
"5,64E-06","1,12","1,04"
"5,68E-06","1,16","1,04"
"5,71999999999999E-06","1,12","1,12"
"5,75999999999999E-06","1,12","1,08"
"5,79999999999999E-06","1,04","1,04"
"5,83999999999999E-06","1,08","1,08"
"5,87999999999999E-06","1,16","1,08"
"5,91999999999999E-06","1,08","1,12"
"5,95999999999999E-06","1,08","1,12"
"5,99999999999999E-06","1,08","1,08"
"6,03999999999999E-06","1,08","1,08"
"6,07999999999999E-06","1,04","1,12"
"6,11999999999999E-06","1,12","1,04"
"6,16E-06","1,12","1,08"
"6,2E-06","1,08","1,12"
"6,24E-06","1,08","1,04"
"6,28E-06","1,04","1,08"
"6,32E-06","1,08","1,08"
"6,36E-06","1,08","1,08"
"6,4E-06","1,12","1,04"
"6,43999999999999E-06","1,08","1,12"
"6,47999999999999E-06","1,08","1,08"
"6,51999999999999E-06","1,04","1,12"
"6,55999999999999E-06",1,"1,08"
"6,59999999999999E-06","1,04","1,08"
"6,63999999999999E-06","1,04","1,08"
"6,67999999999999E-06","1,08","1,08"
"6,71999999999999E-06","1,12","1,08"
"6,75999999999999E-06","1,04","1,08"
"6,79999999999999E-06","1,04","1,04"
"6,83999999999999E-06","1,04","1,08"
"6,88E-06","1,04","1,08"
"6,92E-06","1,08","1,08"
"6,96E-06","1,04","1,08"
7E-06,"1,04","1,08"
"7,04E-06",1,"1,08"
"7,08E-06","1,04","1,08"
"7,12E-06","1,04","1,08"
"7,15999999999999E-06","1,04","1,08"
"7,19999999999999E-06","1,04","1,08"
"7,23999999999999E-06","1,04","1,08"
"7,27999999999999E-06","1,04","1,08"
"7,31999999999999E-06","1,04","1,08"
"7,35999999999999E-06",1,"1,04"
"7,39999999999999E-06",1,"1,08"
"7,43999999999999E-06",1,"1,08"
"7,47999999999999E-06","1,04","1,08"
"7,51999999999999E-06","1,04","1,04"
"7,56E-06",1,"1,04"
"7,6E-06","0,96","1,04"
"7,64E-06",1,"1,08"
"7,68E-06",1,"1,12"
"7,72E-06",1,"1,04"
"7,76E-06","1,04","1,08"
"7,8E-06","0,96","1,04"
"7,84E-06",1,"1,04"
"7,87999999999999E-06","0,96","1,04"
"7,91999999999999E-06",1,"1,04"
"7,95999999999999E-06",1,"1,08"
"7,99999999999999E-06",1,"1,08"
"8,03999999999999E-06","0,96","1,08"
"8,07999999999999E-06","0,96","1,08"
"8,11999999999999E-06","0,96","1,08"
"8,15999999999999E-06","0,96","1,12"
"8,19999999999999E-06",1,"1,04"
"8,23999999999999E-06",1,"1,08"
"8,28E-06",1,"1,08"
"8,32E-06","0,96","1,04"
"8,36E-06","0,96","1,04"
"8,4E-06","0,96","1,04"
"8,44E-06","0,92","1,08"
"8,48E-06","0,96","1,04"
"8,52E-06",1,"1,04"
"8,56E-06","0,96","1,04"
"8,59999999999999E-06","0,96","1,04"
"8,63999999999999E-06","0,92","1,04"
"8,67999999999999E-06","0,92","1,08"
"8,71999999999999E-06","0,92","1,08"
"8,75999999999999E-06","0,96","1,08"
"8,79999999999999E-06",1,"1,04"
"8,83999999999999E-06","0,92","1,04"
"8,87999999999999E-06","0,96","1,08"
"8,91999999999999E-06","0,92","1,04"
"8,95999999999999E-06","0,88","1,08"
9E-06,"0,96","1,04"
"9,04E-06","0,92","1,08"
"9,08E-06","0,96",1
"9,12E-06","0,92","1,04"
"9,16E-06","0,88","1,04"
"9,2E-06","0,92","1,08"
"9,24E-06","0,92","1,04"
"9,28E-06","0,92","1,04"
"9,31999999999999E-06","0,88","1,04"
"9,35999999999999E-06","0,88","1,04"
"9,39999999999999E-06","0,92",1
"9,43999999999999E-06","0,96","1,04"
"9,47999999999999E-06","0,88","1,04"
"9,51999999999999E-06","0,88","1,04"
"9,55999999999999E-06","0,92","1,04"
"9,59999999999999E-06","0,92","1,04"
"9,63999999999999E-06","0,88","1,04"
"9,68E-06","0,88","1,08"
"9,72E-06","0,88","1,08"
"9,76E-06","0,88","1,04"
"9,8E-06","0,92",1
"9,84E-06","0,88","1,04"
"9,88E-06","0,84","1,08"
"9,92E-06","0,92","1,08"
"9,96E-06","0,88",1
"9,99999999999999E-06","0,84",1
"1,00399999999999E-05","0,92","1,04"
"1,00799999999999E-05","0,88",1
"1,01199999999999E-05","0,84","1,04"
"1,01599999999999E-05","0,88",1
"1,01999999999999E-05","0,84",1
"1,02399999999999E-05","0,84","1,04"
"1,02799999999999E-05","0,84","1,08"
"1,03199999999999E-05","0,84","1,04"
"1,03599999999999E-05","0,88","1,04"
"1,04E-05","0,84","1,04"
"1,044E-05","0,84",1
"1,048E-05","0,84",1
"1,052E-05","0,84",1
"1,056E-05","0,8",1
"1,06E-05","0,88",1
"1,064E-05","0,84","1,04"
"1,068E-05","0,88","1,04"
"1,07199999999999E-05","0,8",1
"1,07599999999999E-05","0,84",1
"1,07999999999999E-05","0,76",1
"1,08399999999999E-05","0,84",1
"1,08799999999999E-05","0,8",1
"1,09199999999999E-05","0,8","1,04"
"1,09599999999999E-05","0,8","1,04"
"1,09999999999999E-05","0,76",1
"1,10399999999999E-05","0,8","1,08"
"1,108E-05","0,8",1
"1,11199999999999E-05","0,84","1,08"
"1,116E-05","0,84","0,96"
"1,11999999999999E-05","0,84",1
"1,124E-05","0,8","0,96"
"1,12799999999999E-05","0,84",1
"1,132E-05","0,84",1
"1,13599999999999E-05","0,84",1
"1,14E-05","0,84","0,96"
"1,144E-05","0,84",1
"1,14799999999999E-05","0,84",1
"1,152E-05","0,8","0,96"
"1,15599999999999E-05","0,84","1,04"
"1,16E-05","0,84",1
"1,16399999999999E-05","0,84","1,04"
"1,168E-05","0,88",1
"1,17199999999999E-05","0,92",1
"1,176E-05","0,88","0,96"
"1,17999999999999E-05","0,88",1
"1,184E-05","0,84","0,96"
"1,18799999999999E-05","0,84",1
"1,192E-05","0,92","0,96"
"1,19599999999999E-05","0,84","0,96"
"1,2E-05","0,84",1
"1,20399999999999E-05","0,84",1
"1,208E-05","0,84","0,96"
"1,21199999999999E-05","0,8","0,96"
"1,21599999999999E-05","0,84",1
"1,22E-05","0,88",1
"1,22399999999999E-05","0,88","0,96"
"1,228E-05","0,88",1
"1,23199999999999E-05","0,88",1
"1,236E-05","0,88","0,96"
"1,23999999999999E-05","0,84",1
"1,244E-05","0,88",1
"1,24799999999999E-05","0,92",1
"1,252E-05","0,84",1
"1,25599999999999E-05","0,88",1
"1,26E-05","0,84","0,96"
"1,26399999999999E-05","0,88",1
"1,268E-05","0,88",1
"1,27199999999999E-05","0,88",1
"1,276E-05","0,88",1
"1,27999999999999E-05","0,88",1
"1,28399999999999E-05","0,92","0,96"
"1,288E-05","0,88",1
"1,29199999999999E-05","0,84","0,92"
"1,296E-05","0,92","0,96"
"1,29999999999999E-05","0,88","0,96"
"1,304E-05","0,92","0,96"
"1,30799999999999E-05","0,88",1
"1,312E-05","0,84","0,92"
"1,31599999999999E-05","0,92","0,96"
"1,32E-05","0,92","0,96"
"1,32399999999999E-05","0,92","0,96"
"1,328E-05","0,92","0,96"
"1,33199999999999E-05","0,92","0,92"
"1,336E-05","0,88","0,96"
"1,33999999999999E-05","0,96",1
"1,344E-05","0,88","0,96"
"1,34799999999999E-05","0,92","0,96"
"1,352E-05","0,96",1
"1,356E-05","0,92","0,96"
"1,35999999999999E-05","0,92","0,96"
"1,364E-05","0,88","0,96"
"1,36799999999999E-05","0,92","0,96"
"1,372E-05","0,88","0,92"
"1,37599999999999E-05","0,96","0,92"
"1,38E-05","0,96","0,96"
"1,38399999999999E-05","0,96",1
"1,388E-05","0,88","0,96"
"1,39199999999999E-05","0,92","0,96"
"1,396E-05","0,92","0,96"
"1,39999999999999E-05","0,88",1
"1,404E-05","0,88",1
"1,40799999999999E-05","0,92","0,96"
"1,412E-05","0,96",1
"1,41599999999999E-05","0,96","0,96"
"1,42E-05","0,96","0,92"
"1,42399999999999E-05","0,96",1
"1,42799999999999E-05","0,96","0,96"
"1,432E-05","0,96","0,96"
"1,43599999999999E-05","0,92",1
"1,44E-05","0,96","0,96"
"1,44399999999999E-05","0,96",1
"1,448E-05","0,92",1
"1,45199999999999E-05",1,"0,96"
"1,456E-05",1,"0,96"
"1,45999999999999E-05","1,04","0,96"
"1,464E-05",1,"0,92"
"1,46799999999999E-05","0,96","0,92"
"1,472E-05",1,1
"1,47599999999999E-05","0,96","0,96"
"1,48E-05",1,"0,92"
"1,48399999999999E-05","1,04","0,96"
"1,488E-05",1,"0,96"
"1,49199999999999E-05",1,"0,96"
"1,49599999999999E-05","0,96","0,96"
"1,5E-05","0,96","0,96"
"1,50399999999999E-05","0,96","0,92"
"1,508E-05","1,04",1
"1,51199999999999E-05","1,04","0,96"
"1,516E-05",1,1
"1,51999999999999E-05","1,04","0,92"
"1,524E-05",1,"0,92"
"1,52799999999999E-05","0,96","0,96"
"1,532E-05","1,04","0,96"
"1,53599999999999E-05","1,04","0,96"
"1,54E-05",1,"0,96"
"1,54399999999999E-05","1,08","0,96"
"1,548E-05",1,"0,92"
"1,55199999999999E-05","0,96",1
"1,556E-05",1,1
"1,55999999999999E-05","1,04",1
"1,564E-05","1,04","0,96"
"1,568E-05","1,08","0,96"
"1,572E-05",1,"0,92"
"1,576E-05",1,"0,96"
"1,57999999999999E-05",1,1
"1,584E-05","1,04",1
"1,58799999999999E-05","1,04","0,92"
"1,592E-05","1,04","0,96"
"1,59599999999999E-05","1,08","0,96"
"1,6E-05",1,"0,96"
"1,60399999999999E-05",1,"0,92"
"1,608E-05",1,"0,96"
"1,61199999999999E-05","1,04",1
"1,616E-05","1,08","0,96"
"1,61999999999999E-05","1,04","0,96"
"1,624E-05","1,04",1
"1,62799999999999E-05",1,1
"1,632E-05","1,08","0,96"
"1,63599999999999E-05",1,1
"1,64E-05","1,04","0,96"
"1,644E-05","1,08","0,96"
"1,64799999999999E-05","1,04","0,96"
"1,652E-05","1,04","0,96"
"1,65599999999999E-05","1,04","0,96"
"1,66E-05","1,08","0,96"
"1,66399999999999E-05","1,08","0,96"
"1,668E-05","1,08","0,96"
"1,67199999999999E-05","1,12","0,96"
"1,676E-05","1,08","0,96"
"1,67999999999999E-05","1,08","0,96"
"1,684E-05","1,08",1
"1,68799999999999E-05","1,08","0,96"
"1,692E-05","1,04","0,96"
"1,69599999999999E-05","1,04","0,96"
"1,7E-05","1,12","0,92"
"1,70399999999999E-05","1,08","0,96"
"1,708E-05","1,12","0,96"
"1,712E-05","1,12","0,96"
"1,716E-05","1,12","0,96"
"1,72E-05","1,12","0,96"
"1,72399999999999E-05","1,12","0,96"
"1,728E-05","1,12","0,96"
"1,73199999999999E-05","1,08",1
"1,736E-05","1,08","0,96"
"1,73999999999999E-05","1,12","0,96"
"1,744E-05","1,08","0,96"
"1,74799999999999E-05","1,16","0,96"
"1,752E-05","1,16","0,92"
"1,75599999999999E-05","1,12","0,92"
"1,76E-05","1,12","0,96"
"1,76399999999999E-05","1,16",1
"1,768E-05","1,12","0,96"
"1,77199999999999E-05","1,12","0,96"
"1,776E-05","1,2","0,92"
"1,78E-05","1,12","0,96"
"1,784E-05","1,12",1
"1,788E-05","1,12",1
"1,79199999999999E-05","1,16","0,96"
"1,796E-05","1,16",1
"1,79999999999999E-05","1,16","0,96"
"1,804E-05","1,16",1
"1,80799999999999E-05","1,16","0,96"
"1,812E-05","1,16","0,96"
"1,81599999999999E-05","1,16","0,96"
"1,82E-05","1,16",1
"1,82399999999999E-05","1,16",1
"1,828E-05","1,16","0,96"
"1,83199999999999E-05","1,12","1,04"
"1,836E-05","1,12",1
"1,83999999999999E-05","1,12",1
"1,844E-05","1,16",1
"1,84799999999999E-05","1,2",1
"1,852E-05","1,2",1
"1,856E-05","1,2","0,96"
"1,85999999999999E-05","1,2","0,96"
"1,864E-05","1,2","0,96"
"1,86799999999999E-05","1,2",1
"1,872E-05","1,16","0,96"
"1,87599999999999E-05","1,16",1
"1,88E-05","1,2",1
"1,88399999999999E-05","1,2",1
"1,888E-05","1,2",1
"1,89199999999999E-05","1,16",1
"1,896E-05","1,2",1
"1,89999999999999E-05","1,16",1
"1,904E-05","1,2",1
"1,90799999999999E-05","1,2",1
"1,912E-05","1,2","1,04"
"1,91599999999999E-05","1,16",1
"1,92E-05","1,16",1
"1,924E-05","1,2","1,04"
"1,928E-05","1,24","1,04"
"1,932E-05","1,24",1
"1,93599999999999E-05","1,2",1
"1,94E-05","1,28",1
"1,94399999999999E-05","1,2",1
"1,948E-05","1,2",1
"1,95199999999999E-05","1,24","1,04"
"1,956E-05","1,24",1
"1,95999999999999E-05","1,24",1
"1,964E-05","1,24","0,96"
"1,96799999999999E-05","1,24","0,96"
"1,972E-05","1,2","1,04"
"1,97599999999999E-05","1,2",1
"1,98E-05","1,24",1
"1,98399999999999E-05","1,28",1
"1,988E-05","1,28",1
"1,992E-05","1,24","1,04"
"1,996E-05","1,24","1,04"
2E-05,"1,24",1
"2,00399999999999E-05","1,2",1
"2,008E-05","1,28",1
"2,01199999999999E-05","1,32","1,04"
"2,016E-05","1,36","1,04"
"2,01999999999999E-05","1,32",1
"2,024E-05","1,28","1,04"
"2,02799999999999E-05","1,28","1,04"
"2,032E-05","1,24","1,04"
"2,03599999999999E-05","1,28","1,04"
"2,04E-05","1,32","1,04"
"2,04399999999999E-05","1,32",1
"2,048E-05","1,32",1
"2,05199999999999E-05","1,24","1,04"
"2,056E-05","1,28","1,04"
"2,05999999999999E-05","1,28","1,04"
"2,064E-05","1,32","1,04"
"2,068E-05","1,28",1
"2,07199999999999E-05","1,32","1,04"
"2,076E-05","1,28","1,04"
"2,07999999999999E-05","1,32",1
"2,084E-05","1,36","1,04"
"2,08799999999999E-05","1,32",1
"2,092E-05","1,32","1,04"
"2,09599999999999E-05","1,32",1
"2,1E-05","1,28","1,04"
"2,10399999999999E-05","1,32",1
"2,108E-05","1,28","1,04"
"2,11199999999999E-05","1,32","1,04"
"2,116E-05","1,36","1,04"
"2,11999999999999E-05","1,36",1
"2,124E-05","1,32",1
"2,12799999999999E-05","1,32",1
"2,132E-05","1,32",1
"2,136E-05","1,28","1,04"
"2,14E-05","1,32","1,04"
"2,144E-05","1,28","1,08"
"2,14799999999999E-05","1,32",1
"2,152E-05","1,28","1,04"
"2,15599999999999E-05","1,28","1,04"
"2,16E-05","1,32",1
"2,16399999999999E-05","1,28","1,04"
"2,168E-05","1,28","1,04"
"2,17199999999999E-05","1,32",1
"2,176E-05","1,28","1,04"
"2,17999999999999E-05","1,24","1,04"
"2,184E-05","1,28","1,08"
"2,18799999999999E-05","1,28","1,04"
"2,192E-05","1,32","1,04"
"2,19599999999999E-05","1,28","1,04"
"2,2E-05","1,28","1,08"
"2,204E-05","1,32","1,08"
"2,208E-05","1,28","1,04"
"2,212E-05","1,32","1,04"
"2,21599999999999E-05","1,28","1,08"
"2,22E-05","1,28","1,04"
"2,22399999999999E-05","1,28","1,04"
"2,228E-05","1,32","1,04"
"2,23199999999999E-05","1,24","1,04"
"2,236E-05","1,32","1,04"
"2,23999999999999E-05","1,2","1,04"
"2,244E-05","1,28","1,08"
"2,24799999999999E-05","1,28","1,04"
"2,252E-05","1,28","1,04"
"2,25599999999999E-05","1,28","1,08"
"2,26E-05","1,24","1,08"
"2,26399999999999E-05","1,28","1,04"
"2,268E-05","1,24","1,08"
"2,27199999999999E-05","1,28","1,08"
"2,276E-05","1,28","1,04"
"2,28E-05","1,28","1,08"
"2,28399999999999E-05","1,2","1,08"
"2,288E-05","1,2","1,08"
"2,29199999999999E-05","1,24","1,08"
"2,296E-05","1,2","1,08"
"2,29999999999999E-05","1,28","1,08"
"2,304E-05","1,24","1,04"
"2,30799999999999E-05","1,24","1,08"
"2,312E-05","1,24","1,04"
"2,31599999999999E-05","1,24","1,04"
"2,32E-05","1,16","1,04"
"2,32399999999999E-05","1,24","1,08"
"2,328E-05","1,24","1,08"
"2,33199999999999E-05","1,24","1,12"
"2,336E-05","1,24","1,04"
"2,33999999999999E-05","1,2","1,04"
"2,344E-05","1,2","1,04"
"2,348E-05","1,16","1,08"
"2,352E-05","1,2","1,04"
"2,356E-05","1,16","1,08"
"2,35999999999999E-05","1,24","1,08"
"2,364E-05","1,2","1,08"
"2,36799999999999E-05","1,2","1,04"
"2,372E-05","1,16","1,08"
"2,37599999999999E-05","1,2","1,08"
"2,38E-05","1,2","1,08"
"2,38399999999999E-05","1,24","1,04"
"2,388E-05","1,24","1,04"
"2,39199999999999E-05","1,16","1,08"
"2,396E-05","1,2","1,08"
"2,39999999999999E-05","1,12","1,08"
"2,404E-05","1,12","1,08"
"2,40799999999999E-05","1,16","1,08"
"2,412E-05","1,24","1,04"
"2,416E-05","1,24","1,08"
"2,42E-05","1,16","1,08"
"2,424E-05","1,2","1,04"
"2,42799999999999E-05","1,08","1,08"
"2,432E-05","1,16","1,08"
"2,43599999999999E-05","1,24","1,12"
"2,44E-05","1,16","1,08"
"2,44399999999999E-05","1,2","1,08"
"2,448E-05","1,16","1,08"
"2,45199999999999E-05","1,16","1,04"
"2,456E-05","1,12","1,08"
"2,45999999999999E-05","1,16","1,08"
"2,464E-05","1,2","1,08"
"2,46799999999999E-05","1,16","1,04"
"2,472E-05","1,16","1,08"
"2,47599999999999E-05","1,16","1,08"
"2,48E-05","1,12","1,04"
"2,48399999999999E-05","1,12","1,08"
"2,488E-05","1,16","1,12"
"2,492E-05","1,16","1,12"
"2,49599999999999E-05","1,16","1,08"
"2,5E-05","1,16","1,04"
"2,50399999999999E-05","1,12","1,04"
"2,508E-05","1,2","1,12"
"2,51199999999999E-05","1,2","1,08"
"2,516E-05","1,16","1,08"
"2,51999999999999E-05","1,12","1,04"
"2,524E-05","1,12","1,08"
"2,52799999999999E-05","1,16","1,04"
"2,532E-05","1,08","1,08"
"2,53599999999999E-05","1,12","1,08"
"2,54E-05","1,12","1,08"
"2,54399999999999E-05","1,12","1,04"
"2,548E-05","1,12","1,04"
"2,55199999999999E-05","1,08","1,08"
"2,556E-05","1,12","1,08"
"2,56E-05","1,08","1,08"
"2,564E-05","1,08","1,08"
"2,568E-05","1,16","1,08"
"2,57199999999999E-05","1,12","1,08"
"2,576E-05","1,08","1,08"
"2,57999999999999E-05","1,08","1,08"
"2,584E-05","1,04","1,08"
"2,58799999999999E-05","1,08","1,12"
"2,592E-05","1,08","1,08"
"2,59599999999999E-05","1,12","1,08"
"2,6E-05","1,12","1,08"
"2,60399999999999E-05","1,08","1,04"
"2,608E-05","1,08","1,08"
"2,61199999999999E-05","1,04","1,12"
"2,616E-05","1,04","1,08"
"2,61999999999999E-05","1,08","1,08"
"2,624E-05","1,12","1,08"
"2,628E-05","1,04","1,04"
"2,632E-05","1,08","1,08"
"2,636E-05","1,04","1,08"
"2,63999999999999E-05","1,08","1,04"
"2,644E-05","1,12","1,08"
"2,64799999999999E-05","1,08","1,08"
"2,652E-05","1,12","1,12"
"2,65599999999999E-05",1,"1,08"
"2,66E-05","1,04","1,08"
"2,66399999999999E-05",1,"1,08"
"2,668E-05","1,04","1,12"
"2,67199999999999E-05","1,08","1,08"
"2,676E-05","1,04","1,08"
"2,67999999999999E-05","1,04","1,08"
"2,684E-05",1,"1,08"
"2,68799999999999E-05","1,08","1,08"
"2,692E-05","1,04","1,04"
"2,69599999999999E-05","1,04","1,08"
"2,7E-05","1,04","1,08"
"2,704E-05",1,"1,04"
"2,70799999999999E-05","1,04","1,08"
"2,712E-05","1,04","1,12"
"2,71599999999999E-05",1,"1,08"
"2,72E-05","1,04","1,08"
"2,72399999999999E-05","1,04","1,04"
"2,728E-05","1,04","1,08"
"2,73199999999999E-05","1,04","1,12"
"2,736E-05",1,"1,04"
"2,73999999999999E-05",1,"1,08"
"2,744E-05","1,04","1,08"
"2,74799999999999E-05",1,"1,08"
"2,752E-05","1,04","1,08"
"2,75599999999999E-05","1,04","1,08"
"2,76E-05","0,96","1,08"
"2,76399999999999E-05","1,04","1,08"
"2,768E-05",1,"1,08"
"2,772E-05","0,96","1,08"
"2,776E-05","0,96","1,08"
"2,78E-05",1,"1,08"
"2,78399999999999E-05",1,"1,08"
"2,788E-05",1,"1,12"
"2,79199999999999E-05","0,96","1,08"
"2,796E-05","0,96","1,04"
"2,79999999999999E-05",1,"1,04"
"2,804E-05",1,"1,04"
"2,80799999999999E-05",1,"1,12"
"2,812E-05",1,"1,08"
"2,81599999999999E-05","0,96","1,08"
"2,82E-05",1,"1,08"
"2,82399999999999E-05","0,92","1,08"
"2,828E-05","0,96","1,08"
"2,83199999999999E-05",1,"1,08"
"2,836E-05","0,96",1
"2,84E-05","0,96","1,08"
"2,844E-05","0,92","1,04"
"2,848E-05","0,96","1,04"
"2,85199999999999E-05","0,92","1,08"
"2,856E-05","0,96","1,08"
"2,85999999999999E-05","0,96","1,04"
"2,864E-05","0,92","1,08"
"2,86799999999999E-05","0,96","1,08"
"2,872E-05","0,96",1
"2,87599999999999E-05","0,92","1,08"
"2,88E-05","0,92",1
"2,88399999999999E-05","0,96","1,08"
"2,888E-05","0,96","1,04"
"2,89199999999999E-05","0,96","1,04"
"2,896E-05","0,92",1
"2,89999999999999E-05","0,92","1,08"
"2,904E-05","0,92","1,04"
"2,90799999999999E-05","0,92",1
"2,912E-05","0,92","1,04"
"2,916E-05","0,92","1,08"
"2,91999999999999E-05","0,88","1,04"
"2,924E-05","0,96","1,04"
"2,92799999999999E-05","0,88","1,04"
"2,932E-05","0,88","1,04"
"2,93599999999999E-05","0,92","1,08"
"2,94E-05","0,92","1,04"
"2,94399999999999E-05","0,92",1
"2,948E-05","0,88","1,04"
"2,95199999999999E-05","0,92","1,04"
"2,956E-05","0,84","1,04"
"2,95999999999999E-05","0,92","1,04"
"2,964E-05","0,92",1
"2,96799999999999E-05","0,92",1
"2,972E-05","0,92","1,04"
"2,97599999999999E-05","0,84",1
"2,98E-05","0,88","1,04"
"2,984E-05","0,84","1,04"
"2,988E-05","0,88","1,04"
"2,992E-05","0,88","1,04"
"2,99599999999999E-05","0,92","1,04"
3E-05,"0,92","1,04"
"3,00399999999999E-05","0,92",1
"3,008E-05","0,84",1
"3,01199999999999E-05","0,84","1,04"
"3,016E-05","0,88",1
"3,01999999999999E-05","0,88","1,04"
"3,024E-05","0,84",1
"3,02799999999999E-05","0,88","1,04"
"3,032E-05","0,8","1,04"
"3,03599999999999E-05","0,88",1
"3,04E-05","0,88","1,04"
"3,04399999999999E-05","0,88",1
"3,048E-05","0,84","1,04"
"3,052E-05","0,84",1
"3,056E-05","0,84","1,04"
"3,06E-05","0,8",1
"3,064E-05","0,84",1
"3,068E-05","0,84",1
"3,072E-05","0,84",1
"3,076E-05","0,8","0,96"
"3,07999999999999E-05","0,8",1
"3,084E-05","0,84","1,04"
"3,08799999999999E-05","0,8","1,04"
"3,092E-05","0,8","1,04"
"3,09599999999999E-05","0,8","1,04"
"3,1E-05","0,8","0,96"
"3,10399999999999E-05","0,8","1,04"
"3,108E-05","0,76",1
"3,11199999999999E-05","0,8",1
"3,116E-05","0,8",1
"3,11999999999999E-05","0,8","1,04"
"3,124E-05","0,8",1
"3,128E-05","0,84",1
"3,132E-05","0,8",1
"3,136E-05","0,8",1
"3,14E-05","0,88",1
"3,144E-05","0,84",1
"3,148E-05","0,8",1
"3,152E-05","0,88",1
"3,15599999999999E-05","0,8",1
"3,16E-05","0,84",1
"3,16399999999999E-05","0,84","0,96"
"3,168E-05","0,8",1
"3,17199999999999E-05","0,88",1
"3,176E-05","0,88",1
"3,17999999999999E-05","0,88",1
"3,184E-05","0,84",1
"3,18799999999999E-05","0,8","0,96"
"3,192E-05","0,8","0,92"
"3,196E-05","0,84","0,96"
"3,2E-05","0,92",1
"3,204E-05","0,88",1
"3,208E-05","0,84",1
"3,212E-05","0,84","0,96"
"3,216E-05","0,84",1
"3,22E-05","0,8","0,96"
"3,22399999999999E-05","0,88",1
"3,228E-05","0,92",1
"3,23199999999999E-05","0,88",1
"3,236E-05","0,88","0,92"
"3,23999999999999E-05","0,8","0,96"
"3,244E-05","0,88","0,96"
"3,24799999999999E-05","0,84","0,96"
"3,252E-05","0,88","0,96"
"3,25599999999999E-05","0,96",1
"3,26E-05","0,92","0,96"
"3,264E-05","0,92","0,96"
"3,268E-05","0,84",1
